,Date,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
735,2022-01-07,2726956,301495899,6944,5493279
736,2022-01-08,2644977,304140876,6932,5500211
737,2022-01-09,2757017,306897893,6827,5507038
738,2022-01-10,2218286,309116179,4917,5511955
739,2022-01-11,2057435,311173614,6079,5518034
740,2022-01-12,3538801,314712415,8140,5526174
741,2022-01-13,3231108,317943523,9450,5535624
742,2022-01-14,3238241,321181764,8124,5543748
743,2022-01-15,3240491,324422255,7668,5551416
744,2022-01-16,3154937,327577192,7858,5559274
745,2022-01-17,2476082,330053274,6711,5565985
746,2022-01-18,2271210,332324484,6721,5572706
747,2022-01-19,3736584,336061068,7878,5580584
748,2022-01-20,3782149,339843217,9158,5589742
749,2022-01-21,3828573,343671790,9982,5599724
750,2022-01-22,3724172,347395962,9385,5609109
751,2022-01-23,3467079,350863041,9751,5618860
752,2022-01-24,2722044,353585085,6740,5625600
753,2022-01-25,2538734,356123819,7823,5633423
754,2022-01-26,4040332,360164151,10097,5643520
755,2022-01-27,3640077,363804228,10867,5654387
756,2022-01-28,3586188,367390416,10979,5665366
757,2022-01-29,3503515,370893931,10625,5675991
758,2022-01-30,3171606,374065537,10716,5686707
759,2022-01-31,2789142,376854679,8653,5695360
760,2022-02-01,2278461,379133140,8535,5703895
761,2022-02-02,3391964,382525104,11691,5715586
762,2022-02-03,3173157,385698261,12872,5728458
763,2022-02-04,3024038,388722299,12146,5740604
764,2022-02-05,2997118,391719417,11527,5752131
765,2022-02-06,2499379,394218796,10316,5762447
766,2022-02-07,2060778,396279574,9199,5771646
767,2022-02-08,1894523,398174097,9096,5780742
768,2022-02-09,2988265,401162362,12252,5792994
769,2022-02-10,2628122,403790484,13090,5806084
770,2022-02-11,2489192,406279676,12018,5818102
771,2022-02-12,2291637,408571313,10890,5828992
772,2022-02-13,1942106,410513419,10620,5839612
773,2022-02-14,1616062,412129481,7555,5847167
774,2022-02-15,1562804,413692285,8187,5855354
775,2022-02-16,2092852,415785137,10945,5866299
776,2022-02-17,2068311,417853448,11469,5877768
777,2022-02-18,2039243,419892691,11538,5889306
778,2022-02-19,1871802,421764493,10242,5899548
779,2022-02-20,1638143,423402636,9617,5909165
780,2022-02-21,1336038,424738674,7109,5916274
781,2022-02-22,1341445,426080119,7529,5923803
782,2022-02-23,1770136,427850255,7985,5931788
783,2022-02-24,1852355,429702610,10669,5942457
784,2022-02-25,1713232,431415842,9875,5952332
785,2022-02-26,1603221,433019063,9267,5961599
786,2022-02-27,1330866,434349929,7453,5969052
787,2022-02-28,1254009,435603938,6852,5975904
788,2022-03-01,1206041,436809979,6441,5982345
789,2022-03-02,1612388,438422367,8130,5990475
790,2022-03-03,1627707,440050074,7627,5998102
791,2022-03-04,1708624,441758698,8482,6006584
792,2022-03-05,1661727,443420425,7398,6013982
793,2022-03-06,1480338,444900763,6770,6020752
794,2022-03-07,1304449,446205212,5220,6025972
795,2022-03-08,1279727,447484939,5398,6031370
796,2022-03-09,1814983,449299922,6441,6037811
797,2022-03-10,1884482,451184404,7088,6044899
798,2022-03-11,1789742,452974146,7414,6052313
799,2022-03-12,1781250,454755396,6244,6058557
800,2022-03-13,1819854,456575250,5853,6064410
801,2022-03-14,1351482,457926732,4655,6069065
802,2022-03-15,1532961,459459693,4561,6073626
803,2022-03-16,2094916,461554609,1921,6075547
804,2022-03-17,2233996,463788605,6268,6081815
805,2022-03-18,2058555,465847160,6225,6088040
806,2022-03-19,1762730,467609890,5386,6093426
807,2022-03-20,1730277,469340167,4813,6098239
808,2022-03-21,1176870,470517037,4045,6102284
809,2022-03-22,1361828,471878865,15301,6117585
810,2022-03-23,2035019,473913884,4535,6122120
811,2022-03-24,1814277,475728161,5177,6127297
812,2022-03-25,1718996,477447157,5361,6132658
813,2022-03-26,1626117,479073274,8482,6141140
814,2022-03-27,1398680,480471954,3948,6145088
815,2022-03-28,987912,481459866,3175,6148263
816,2022-03-29,1410502,482870368,3375,6151638
817,2022-03-30,1743811,484614179,4549,6156187
818,2022-03-31,1542300,486156479,4282,6160469
819,2022-04-01,1449937,487606416,4695,6165164
820,2022-04-02,1304607,488911023,4301,6169465
821,2022-04-03,1050677,489961700,3382,6172847
822,2022-04-04,808331,490770031,2625,6175472
823,2022-04-05,908180,491678211,3001,6178473
824,2022-04-06,1319350,492997561,3330,6181803
825,2022-04-07,1331166,494328727,3563,6185366
826,2022-04-08,1173441,495502168,4060,6189426
827,2022-04-09,1054505,496556673,3372,6192798
828,2022-04-10,892259,497448932,3412,6196210
829,2022-04-11,652828,498101760,2525,6198735
830,2022-04-12,771165,498872925,2435,6201170
831,2022-04-13,1074549,499947474,2832,6204002
832,2022-04-14,954547,500902021,3581,6207583
833,2022-04-15,854805,501756826,3107,6210690
834,2022-04-16,862138,502618964,2847,6213537
835,2022-04-17,645462,503264426,2680,6216217
836,2022-04-18,485713,503750139,2040,6218257
837,2022-04-19,479529,504229668,1788,6220045
838,2022-04-20,670427,504900095,2656,6222701
839,2022-04-21,932081,505832176,2753,6225454
840,2022-04-22,852934,506685110,3088,6228542
841,2022-04-23,716670,507401780,2617,6231159
842,2022-04-24,608254,508010034,2288,6233447
843,2022-04-25,419114,508429148,1717,6235164
844,2022-04-26,484860,508914008,3270,6238434
845,2022-04-27,695145,509609153,2222,6240656
846,2022-04-28,712929,510322082,2542,6243198
847,2022-04-29,656187,510978269,2762,6245960
848,2022-04-30,569783,511548052,1974,6247934
849,2022-05-01,495084,512043136,2244,6250178
850,2022-05-02,360476,512403612,1714,6251892
851,2022-05-03,384312,512787924,1573,6253465
852,2022-05-04,743594,513531518,1709,6255174
853,2022-05-05,598488,514130006,2392,6257566
854,2022-05-06,574936,514704942,2218,6259784
855,2022-05-07,552875,515257817,1849,6261633
856,2022-05-08,492452,515750269,1744,6263377
857,2022-05-09,411122,516161391,1342,6264719
858,2022-05-10,428748,516590139,1168,6265887
859,2022-05-11,654908,517245047,1633,6267520
860,2022-05-12,651533,517896580,1958,6269478
861,2022-05-13,660477,518557057,1908,6271386
862,2022-05-14,537485,519094542,1652,6273038
863,2022-05-15,585021,519679563,1591,6274629
864,2022-05-16,433669,520113232,1219,6275848
865,2022-05-17,394514,520507746,1185,6277033
866,2022-05-18,647661,521155407,1665,6278698
867,2022-05-19,653058,521808465,1807,6280505
868,2022-05-20,629598,522438063,1741,6282246
869,2022-05-21,552459,522990522,1362,6283608
870,2022-05-22,533938,523524460,1533,6285141
871,2022-05-23,398328,523922788,998,6286139
872,2022-05-24,350872,524273660,1141,6287280
873,2022-05-25,555864,524829524,1514,6288794
874,2022-05-26,589499,525419023,1802,6290596
875,2022-05-27,522925,525941948,1809,6292405
876,2022-05-28,477335,526419283,1480,6293885
877,2022-05-29,568127,526987410,1553,6295438
878,2022-05-30,358116,527345526,1036,6296474
879,2022-05-31,310579,527656105,985,6297459
880,2022-06-01,478064,528134169,1077,6298536
881,2022-06-02,597000,528731169,1495,6300031
882,2022-06-03,543855,529275024,1613,6301644
883,2022-06-04,506333,529781357,1351,6302995
884,2022-06-05,485797,530267154,1323,6304318
885,2022-06-06,340418,530607572,876,6305194
886,2022-06-07,262371,530869943,885,6306079
887,2022-06-08,544664,531414607,1295,6307374
888,2022-06-09,674015,532088622,1709,6309083
889,2022-06-10,625009,532713631,1888,6310971
890,2022-06-11,524410,533238041,1284,6312255
891,2022-06-12,529193,533767234,1339,6313594
892,2022-06-13,358097,534125331,930,6314524
893,2022-06-14,320804,534446135,869,6315393
894,2022-06-15,669765,535115900,1159,6316552
895,2022-06-16,631946,535747846,1511,6318063
896,2022-06-17,618846,536366692,1690,6319753
897,2022-06-18,578547,536945239,1863,6321616
898,2022-06-19,527943,537473182,1245,6322861
899,2022-06-20,407521,537880703,886,6323747
900,2022-06-21,383579,538264282,1071,6324818
901,2022-06-22,750195,539014477,1249,6326067
902,2022-06-23,792802,539807279,1660,6327727
903,2022-06-24,752603,540559882,1657,6329384
904,2022-06-25,805203,541365085,2126,6331510
905,2022-06-26,688310,542053395,1585,6333095
906,2022-06-27,490567,542543962,1069,6334164
907,2022-06-28,477904,543021866,912,6335076
908,2022-06-29,908278,543930144,1604,6336680
909,2022-06-30,913621,544843765,1740,6338420
910,2022-07-01,939483,545783248,1763,6340183
911,2022-07-02,963755,546747003,2265,6342448
912,2022-07-03,849643,547596646,1626,6344074
913,2022-07-04,575606,548172252,1168,6345242
914,2022-07-05,548786,548721038,1103,6346345
915,2022-07-06,1081658,549802696,1537,6347882
916,2022-07-07,1028161,550830857,1828,6349710
917,2022-07-08,1039541,551870398,2116,6351826
918,2022-07-09,1108683,552979081,2639,6354465
919,2022-07-10,975554,553954635,1751,6356216
920,2022-07-11,671623,554626258,1382,6357598
921,2022-07-12,626349,555252607,1296,6358894
922,2022-07-13,1199958,556452565,2096,6360990
923,2022-07-14,1104977,557557542,2132,6363122
924,2022-07-15,1069456,558626998,2316,6365438
925,2022-07-16,981020,559608018,2672,6368110
926,2022-07-17,1199413,560807431,1941,6370051
927,2022-07-18,875350,561682781,1660,6371711
928,2022-07-19,701042,562383823,1774,6373485
929,2022-07-20,1119420,563503243,2279,6375764
930,2022-07-21,1094548,564597791,2562,6378326
931,2022-07-22,1091412,565689203,2617,6380943
932,2022-07-23,1119695,566808898,2951,6383894
933,2022-07-24,1288978,568097876,1914,6385808
934,2022-07-25,871717,568969593,2109,6387917
935,2022-07-26,751398,569720991,1845,6389762
936,2022-07-27,1115447,570836438,2496,6392258
937,2022-07-28,1049039,571885477,2525,6394783
938,2022-07-29,1035295,572920772,2633,6397416
939,2022-07-30,1039573,573960345,3332,6400748
940,2022-07-31,978538,574938883,2264,6403012
941,2022-08-01,1186187,576125070,2140,6405152
942,2022-08-02,689806,576814876,1722,6406874
943,2022-08-03,996676,577811552,2644,6409518
944,2022-08-04,979889,578791441,2529,6412047
945,2022-08-05,1360487,580151928,2619,6414666
946,2022-08-06,963643,581115571,3255,6417921
947,2022-08-07,996716,582112287,2123,6420044
948,2022-08-08,936701,583048988,2505,6422549
949,2022-08-09,637536,583686524,1623,6424172
950,2022-08-10,899571,584586095,2462,6426634
951,2022-08-11,902339,585488434,2826,6429460
952,2022-08-12,898638,586387072,2571,6432031
953,2022-08-13,857734,587244806,3454,6435485
954,2022-08-14,728326,587973132,2258,6437743
955,2022-08-15,763075,588736207,2021,6439764
956,2022-08-16,507435,589243642,1457,6441221
957,2022-08-17,802881,590046523,2495,6443716
958,2022-08-18,889938,590936461,2544,6446260
959,2022-08-19,871666,591808127,2598,6448858
960,2022-08-20,861140,592669267,3009,6451867
961,2022-08-21,771013,593440280,2113,6453980
962,2022-08-22,688750,594129030,1890,6455870
963,2022-08-23,594961,594723991,1596,6457466
964,2022-08-24,764711,595488702,2174,6459640
965,2022-08-25,794477,596283179,2310,6461950
966,2022-08-26,773789,597056968,2522,6464472
967,2022-08-27,714473,597771441,2547,6467019
968,2022-08-28,457392,598228833,1979,6468998
969,2022-08-29,724205,598953038,1833,6470831
970,2022-08-30,476546,599429584,1418,6472249
971,2022-08-31,666070,600095654,2093,6474342
972,2022-09-01,664271,600759925,2208,6476550
973,2022-09-02,645208,601405133,2242,6478792
974,2022-09-03,606729,602011862,2498,6481290
975,2022-09-04,551103,602562965,1816,6483106
976,2022-09-05,422992,602985957,1525,6484631
977,2022-09-06,411694,603397651,1235,6485866
978,2022-09-07,500645,603898296,1422,6487288
979,2022-09-08,613907,604512203,1856,6489144
980,2022-09-09,532935,605045138,1806,6490950
981,2022-09-10,410029,605455167,2210,6493160
982,2022-09-11,383100,605838267,1672,6494832
983,2022-09-12,523303,606361570,791,6495623
984,2022-09-13,350207,606711777,868,6496491
985,2022-09-14,568911,607280688,1425,6497916
986,2022-09-15,547992,607828680,1773,6499689
987,2022-09-16,499868,608328548,1780,6501469
